url,title,category,word_count,char_count,avg_words_per_sentence,image_count,paragraph_count,title_length,reading_time
https://www.novinky.cz/clanek/krimi-v-hlucine-shorel-dum-hasici-uvnitr-nasli-mrtveho-muze-40516082,"V Hlučíně shořel dům, hasiči uvnitř našli mrtvého muže",Krimi,89,540,14.83,1,3,9,0.445
https://www.novinky.cz/clanek/domaci-cesko-znovu-spousti-misi-do-syrie-bude-hledat-bezpecna-mista-pro-vraceni-migrantu-z-evropy-40515572,Česko znovu spouští misi do Sýrie. Bude hledat bezpečná místa pro vracení migrantů z Evropy,Domácí,475,3034,19.0,4,11,15,2.375
https://www.novinky.cz/clanek/domaci-fau-kvuli-novinarce-napojene-na-gru-zmrazil-majetek-belorusa-40516079,FAÚ kvůli novinářce napojené na GRU zmrazil majetek Bělorusa,Domácí,202,1456,12.62,3,5,9,1.01
https://www.novinky.cz/clanek/internet-a-pc-bezpecnost-seniorka-chtela-prodat-detske-bundy-podvodnikovi-umoznila-pristup-k-uctu-40516043,Seniorka chtěla prodat dětské bundy. Podvodníkovi umožnila přístup k účtu,Internet a PC,153,1097,17.0,2,4,10,0.765
https://www.novinky.cz/clanek/krimi-odvolaci-soud-zmirnil-trest-myslivci-ktery-zastrelil-pytlaciciho-rybare-40516075,"Odvolací soud zmírnil trest myslivci, který zastřelil pytlačícího rybáře",Krimi,216,1357,14.4,2,4,9,1.08
https://www.novinky.cz/clanek/zahranicni-amerika-trump-se-chlubil-zlatou-kartou-se-svou-podobiznou-bude-se-prodavat-cizincum-za-sto-milionu-40516092,Trump se chlubil „zlatou kartou“ se svou podobiznou. Bude se prodávat cizincům za sto milionů,Zahraniční,194,1296,14.92,2,5,15,0.97
https://www.novinky.cz/clanek/bydleni-duchovni-srdce-svatoanenske-nemocnice-v-brne-ma-novou-mozaikovou-vyzdobu-40515735,Duchovní srdce svatoanenské nemocnice v Brně má novou mozaikovou výzdobu,Lifestyle,409,2825,16.36,5,9,10,2.045
https://www.novinky.cz/clanek/krimi-pri-pozaru-bytu-v-praze-zemrel-muz-40516089,Při požáru bytu v Praze zemřel muž,Krimi,89,590,7.42,2,4,7,0.445
https://www.novinky.cz/clanek/valka-na-ukrajine-rubio-v-bruselu-putin-musi-brzy-rict-jestli-to-s-mirem-mysli-vazne-jinak-odpovime-40516083,"USA začínají tlačit na Putina, aby se už konečně rozhoupal",Válka na Ukrajině,232,1491,15.47,3,6,10,1.16
https://www.novinky.cz/clanek/krimi-ridic-autobusu-v-praze-po-poruse-rozparal-kloub-o-semafor-40516063,Řidič autobusu v Praze po poruše rozpáral kloub o semafor,Krimi,138,886,12.55,2,4,10,0.69
https://www.novinky.cz/clanek/zahranicni-evropa-vezni-v-nemecku-povolili-navstevu-manzelky-v-cele-lasky-nasli-ji-tam-mrtvou-40516061,Vězni v Německu povolili návštěvu manželky v cele lásky. Našli ji tam mrtvou,Zahraniční,181,1222,12.93,2,6,13,0.905
https://www.novinky.cz/clanek/ekonomika-cina-zavadi-odvetna-cla-40516058,Čína se Trumpa nebojí. Na dovoz z USA zavádí 34procentní clo,Ekonomika,173,1122,19.22,3,5,11,0.865
https://www.novinky.cz/clanek/zahranicni-evropa-dame-rusku-lhutu-na-primeri-jinak-zvysime-tlak-rekl-novinkam-norsky-ministr-zahranici-40516059,"Dáme Rusku lhůtu na příměří. Jinak zvýšíme tlak, řekl Novinkám norský ministr zahraničí",Zahraniční,332,2138,13.83,3,9,13,1.66
https://www.novinky.cz/clanek/zahranicni-amerika-bud-budou-drahe-nebo-nebudou-vubec-trumpova-cla-ohrozuji-americkou-vyrobu-zbrani-40516056,Trumpova cla ohrožují americkou výrobu zbraní,Zahraniční,417,2809,21.95,8,14,6,2.085
https://www.novinky.cz/clanek/zahranicni-amerika-trump-prijede-na-cervnovy-summit-nato-do-haagu-40516064,Trump přijede na červnový summit NATO do Haagu,Zahraniční,125,721,15.62,2,4,8,0.625
https://www.novinky.cz/clanek/domaci-fiala-poslal-sve-strane-vic-penez-nez-dal-babis-ano-a-o-dost-40515908,"Fiala poslal své straně víc peněz, než dal Babiš ANO. A o dost",Domácí,500,3152,16.13,4,12,13,2.5
https://www.novinky.cz/clanek/ekonomika-cena-ropy-je-nejnize-od-konce-roku-2021-40516038,Cena ropy je nejníže od konce roku 2021,Ekonomika,229,1491,20.82,2,5,8,1.145
https://www.novinky.cz/clanek/domaci-zpravy-jihomoravsky-kraj-u-lanzhota-frezuji-dezinfekcni-vany-proti-slintavce-a-kulhavce-40516051,U Lanžhota frézují dezinfekční vany proti slintavce a kulhavce,Domácí,439,2911,18.29,5,12,9,2.195
https://www.novinky.cz/clanek/domaci-zpravy-hlavni-mesto-praha-nova-tramvaj-pro-prahu-dorazila-do-metropole-40516054,Praha má novou tramvaj,Domácí,328,2139,13.12,4,9,4,1.64
https://www.novinky.cz/clanek/valka-na-ukrajine-dejte-vyhodnou-nabidku-jinak-valcime-dal-moskva-si-z-trumpa-nic-nedela-40515995,"Dejte výhodnou nabídku, jinak válčíme dál. Moskva si z Trumpa nic nedělá",Válka na Ukrajině,715,4499,18.33,3,18,12,3.575
https://www.novinky.cz/clanek/zahranicni-amerika-trumpova-administrativa-odvolala-sefa-narodni-bezpecnostni-agentury-40516048,Trumpova administrativa odvolala šéfa Národní bezpečnostní agentury,Zahraniční,561,3894,18.7,2,10,7,2.805
https://www.novinky.cz/clanek/veda-skoly-jeden-pres-sto-tisic-druhy-pod-prumerem-v-platech-na-vysokych-skolach-jsou-propastne-rozdily-40515964,"Jeden přes sto tisíc, druhý pod průměrem. V platech na vysokých školách jsou propastné rozdíly",Věda a školy,352,2278,18.53,5,8,15,1.76
https://www.novinky.cz/clanek/zahranicni-evropa-v-madarsku-neni-zvykem-zatykat-hosty-rekl-orban-po-navsteve-netanjahua-40515989,"V Maďarsku není zvykem zatýkat hosty, řekl Orbán po návštěvě Netanjahua",Zahraniční,388,2656,18.48,2,10,11,1.94
https://www.novinky.cz/clanek/domaci-nejvyssi-spravni-soud-ukrajince-kteri-ziskali-docasnou-ochranu-v-jine-zemi-nelze-pausalne-odmitat-40516023,"Nejvyšší správní soud: Ukrajince, kteří získali dočasnou ochranu v jiné zemi, nelze paušálně odmítat",Domácí,195,1202,27.86,3,5,14,0.975
https://www.novinky.cz/clanek/pocasi-chmu-vydal-vystrahu-pred-mrazem-40516027,Meteorologové varovali před víkendovými mrazy,Počasí,217,1316,12.76,2,8,5,1.085
https://www.novinky.cz/clanek/zahranicni-obri-krokodyl-v-indonesii-zabil-plavce-a-pak-vlacel-jeho-telo-podel-pobrezi-sokovani-svedci-nataceli-40515326,Obří krokodýl v Indonésii zabil plavce a pak vláčel jeho tělo podél pobřeží. Šokovaní svědci natáčeli,Zahraniční,332,2181,15.09,3,11,16,1.66
https://www.novinky.cz/clanek/krimi-drama-ve-zline-auto-vzplalo-za-jizdy-uvnitr-byla-ridicka-a-jeji-mala-dcera-40516017,"Drama ve Zlíně: Auto vzplálo za jízdy, uvnitř byla řidička a její malá dcera",Krimi,82,541,11.71,1,3,14,0.41
https://www.novinky.cz/clanek/krimi-muz-z-jevicka-neni-trestne-odpovedny-za-vrazdu-kvuli-nepricetnosti-uvedl-soud-40516015,Brutální ubodání ženy v Jevíčku bez trestu. Muž se profetoval do bludů,Krimi,581,3751,12.91,4,12,12,2.905
https://www.novinky.cz/clanek/krimi-ridic-v-praze-napadl-jineho-sofera-basebalovou-palkou-40516002,Řidič v Praze napadl jiného šoféra baseballovou pálkou,Krimi,189,1281,14.54,3,7,8,0.945
https://www.novinky.cz/clanek/ekonomika-trzby-obchodniku-v-unoru-vzrostly-o-38-procenta-40516005,"Tržby obchodníků v únoru vzrostly o 3,8 procenta",Ekonomika,196,1227,19.6,2,5,9,0.98
https://www.novinky.cz/clanek/ekonomika-divoka-jizda-pokracuje-z-americkeho-akcioveho-trhu-se-vyparilo-temer-57-bilionu-40516009,Divoká jízda pokračuje. Z amerického akciového trhu se vypařilo téměř 57 bilionů,Ekonomika,432,2704,18.0,3,9,12,2.16
https://www.novinky.cz/clanek/ekonomika-inflace-v-breznu-stagnovala-na-27-procenta-40516006,"Inflace v březnu stagnovala na 2,7 procenta",Ekonomika,178,1075,13.69,1,4,8,0.89
https://www.novinky.cz/clanek/zahranicni-amerika-trumpuv-syn-eric-radi-jak-na-otce-vyhraje-ten-kdo-bude-vyjednavat-jako-prvni-40515990,"Trumpův syn Eric radí, jak na otce. Vyhraje ten, kdo bude vyjednávat jako první",Zahraniční,244,1563,11.09,3,8,14,1.22
https://www.novinky.cz/clanek/krimi-zena-nedala-prednost-a-smetla-na-jesenicku-cyklistu-40516001,Žena nedala přednost a smetla na Jesenicku cyklistu,Krimi,77,576,15.4,2,3,8,0.385
https://www.novinky.cz/clanek/krimi-seniorka-nezvladla-na-sumpersku-auto-a-zdemolovala-oploceni-dvou-domu-40515991,Seniorka nezvládla na Šumpersku auto a zdemolovala oplocení dvou domů,Krimi,67,468,13.4,2,3,10,0.335
https://www.novinky.cz/clanek/zahranicni-nemecti-extremiste-v-cesku-nacvicovali-ostrou-strelbu-40515997,"Němečtí extremisté se chystali na zhroucení státu, do Česka jezdili střílet ostrými",Zahraniční,302,1989,12.58,2,8,12,1.51
https://www.novinky.cz/clanek/zahranicni-evropa-putin-zadnou-ochotu-uzavrit-primeri-neukazuje-vsimli-si-evropsti-ministri-40515994,"Putin žádnou ochotu uzavřít příměří neukazuje, všimli si evropští ministři",Zahraniční,320,2082,14.55,2,12,10,1.6
https://www.novinky.cz/clanek/krimi-nakladak-s-elektronikou-se-v-havlickove-brode-promenil-v-ohnivou-kouli-40515988,Náklaďák s elektronikou se v Havlíčkově Brodě proměnil v ohnivou kouli,Krimi,108,741,12.0,1,5,11,0.54
https://www.novinky.cz/clanek/zahranicni-evropa-americka-cla-pociti-madarska-fabrika-audi-do-usa-vyvazi-q3-40515947,"Americká cla pocítí maďarská fabrika Audi, do USA vyváží Q3",Zahraniční,106,658,13.25,1,3,10,0.53
https://www.novinky.cz/clanek/ekonomika-americka-cla-mohou-zlevnit-auta-v-cesku-rika-ekonom-barton-40515696,"Americká cla mohou zlevnit auta v Česku, říká ekonom Bartoň",Ekonomika,816,4942,12.36,4,22,10,4.08
https://www.novinky.cz/clanek/ekonomika-analyza-na-celni-valce-prodelaji-vsichni-40515923,ANALÝZA: Na celní válce prodělají všichni,Ekonomika,1083,6979,19.34,5,24,6,5.415
https://www.novinky.cz/clanek/krimi-nasilnik-ze-siremi-roky-jezdil-na-detsky-tabor-jako-vedouci-40515869,Násilník ze Siřemi roky jezdil na dětský tábor jako vedoucí,Krimi,490,2991,11.95,4,14,10,2.45
https://www.novinky.cz/clanek/zahranicni-putinuv-zmocnenec-dmitrijev-vidi-po-jednanich-v-usa-pozitivni-dynamiku-ve-vztazich-40515984,"Vidíme pozitivní dynamiku v našich vztazích, říká Putinův muž po jednáních v USA",Zahraniční,286,1926,22.0,2,7,13,1.43
https://www.novinky.cz/clanek/zahranicni-trump-pokud-zeme-prijdou-s-fenomenalni-nabidkou-muzeme-o-clech-jednat-40515983,"Trump: Pokud někdo přijde s fenomenální nabídkou, můžeme o clech jednat",Zahraniční,332,2180,13.83,3,10,11,1.66
https://www.novinky.cz/clanek/ekonomika-dalnice-budoucnosti-spoji-krajska-mesta-plan-dostal-zelenou-40515657,Dálnice budoucnosti spojí krajská města. Plán dostal zelenou,Ekonomika,436,2808,15.03,4,14,8,2.18
https://www.novinky.cz/clanek/zahranicni-evropa-co-se-deje-v-turecku-lide-se-boji-diktatury-nechteji-ruskou-cestu-vysvetluje-expertka-40515627,"Co se děje v Turecku? Lidé se bojí diktatury, nechtějí ruskou cestu, vysvětluje expertka",Zahraniční,757,4657,12.62,1,15,14,3.785
https://www.novinky.cz/clanek/internet-a-pc-bezpecnost-za-tri-mesice-15-milionu-korun-vishing-jede-v-cesku-na-plne-obratky-40515912,Za tři měsíce 15 milionů korun. Vishing jede v Česku na plné obrátky,Internet a PC,505,3306,13.29,2,14,13,2.525
https://www.novinky.cz/clanek/zahranicni-jihokorejsky-soud-odvolal-z-funkce-sesazeneho-prezidenta-zemi-cekaji-volby-40515981,"Jihokorejský soud odvolal z funkce sesazeného prezidenta, zemi čekají volby",Zahraniční,120,887,15.0,3,5,10,0.6
https://www.novinky.cz/clanek/ekonomika-americka-cla-uz-zasahla-vyrobce-autodilu-v-cesku-40515881,Americká cla už zasáhla výrobce autodílů v Česku,Ekonomika,463,3047,15.97,3,13,8,2.315
https://www.novinky.cz/clanek/zahranicni-vysilani-ruskojazycne-televize-rfe-rl-skoncilo-usa-vypnuly-satelit-40515977,Vysílání ruskojazyčné televize RFE/RL skončilo. USA vypnuly satelit,Zahraniční,286,1886,16.82,3,7,9,1.43
https://www.novinky.cz/clanek/krimi-soud-obnovil-rizeni-v-kauze-capi-hnizdo-a-naridil-jednani-na-kveten-i-cerven-40515975,Soud obnovil řízení v kauze Čapí hnízdo a nařídil jednání na květen i červen,Krimi,578,3763,13.76,5,13,14,2.89
https://www.novinky.cz/clanek/zahranicni-nejvetsi-pokles-akcii-v-usa-od-pandemie-apple-se-propadl-o-biliony-40515979,Největší pokles akcií v USA od pandemie. Apple se propadl o biliony,Zahraniční,274,1681,17.12,3,6,12,1.37
https://www.novinky.cz/clanek/zahranicni-trump-ma-platit-miliony-firme-kterou-zaloval-za-narceni-ze-sexualnich-excesu-40515973,"Trump má platit miliony firmě, kterou žaloval za nařčení ze sexuálních excesů",Zahraniční,255,1753,19.62,3,6,12,1.275
https://www.novinky.cz/clanek/ekonomika-misto-svetoveho-rustu-pokles-odhaduje-dopad-trumpovych-cel-wto-40515972,"Místo světového růstu pokles, odhaduje dopad Trumpových cel WTO",Ekonomika,326,2198,15.52,3,7,9,1.63
https://www.novinky.cz/clanek/zahranicni-americane-budou-proverovat-socialni-site-zadatelum-o-viza-40515970,Američané budou prověřovat sociální sítě žadatelů o víza,Zahraniční,228,1613,14.25,2,6,8,1.14
https://www.novinky.cz/clanek/ekonomika-rusky-rozpocet-se-riti-do-propasti-prijmy-z-ropy-a-plynu-prudce-padaji-40515950,Ruský rozpočet se řítí do propasti. Příjmy z ropy a plynu prudce padají,Ekonomika,446,2842,17.84,3,10,13,2.23
https://www.novinky.cz/clanek/zahranicni-svet-americke-hrozby-vuci-iranu-jsou-neprijatelne-rika-zacharovova-40515939,"Americké hrozby vůči Íránu jsou nepřijatelné, říká Zacharovová",Zahraniční,209,1512,13.93,3,5,8,1.045
https://www.novinky.cz/clanek/domaci-fiala-rusko-neni-silne-ale-vi-jak-nas-rozkladat-40515955,"Fiala: Rusko není silné, ale ví, jak nás rozkládat",Domácí,427,2662,16.42,3,11,9,2.135
https://www.novinky.cz/clanek/zahranicni-macron-vyzval-k-pozastaveni-investic-v-usa-40515956,Macron je v šoku z Trumpových cel. Vyzval k pozastavení investic v USA,Zahraniční,312,2012,13.57,5,11,13,1.56
https://www.novinky.cz/clanek/zahranicni-svet-husiove-hlasi-sestreleni-dvou-americkych-dronu-za-72-hodin-40515959,Húsíové hlásí sestřelení dvou amerických dronů za 72 hodin,Zahraniční,242,1595,16.13,3,6,9,1.21
https://www.novinky.cz/clanek/valka-na-ukrajine-zelenskyj-jakekoliv-omezeni-armady-je-pro-nas-cervena-linie-40515954,Zelenskyj: Jakékoliv omezení armády je pro nás červená linie,Válka na Ukrajině,216,1487,12.0,1,4,9,1.08
https://www.novinky.cz/clanek/krimi-na-pozici-straznika-ve-stribre-si-mel-pomoci-falesnym-maturitnim-vysvedcenim-ted-ho-obvinili-40515953,Na pozici strážníka ve Stříbře si měl pomoci falešným maturitním vysvědčením. Teď ho obvinili,Krimi,187,1346,12.47,2,7,14,0.935
https://www.novinky.cz/clanek/ekonomika-americke-akcie-otevrely-vyraznym-poklesem-40515937,Akcie i dolar se hluboce propadly,Ekonomika,234,1512,16.71,3,7,6,1.17
https://www.novinky.cz/clanek/krimi-po-kladne-chodila-dvojice-s-airsoftovym-samopalem-40515936,Po Kladně chodila dvojice s airsoftovým samopalem,Krimi,205,1326,15.77,2,5,7,1.025
https://www.novinky.cz/clanek/domaci-chaos-kolem-cla-na-leky-trump-jim-udelil-vyjimku-40515886,Chaos kolem cla na léky. Trump jim udělil výjimku,Domácí,607,3914,13.8,4,21,9,3.035
https://www.novinky.cz/clanek/veda-skoly-na-vyuku-anglictiny-od-prvni-tridy-chybeji-skolam-ucitele-40515663,Na výuku angličtiny od první třídy chybějí školám učitelé,Věda a školy,646,4253,18.46,7,18,9,3.23
https://www.novinky.cz/clanek/zahranicni-evropa-na-namesti-v-amsterdamu-explodovalo-auto-pred-tydnem-tam-ukrajinec-pobodal-pet-lidi-40515931,"Výbuch auta na náměstí v Amsterdamu. Úmyslný čin, míní policie",Zahraniční,187,1141,10.39,1,5,10,0.935
https://www.novinky.cz/clanek/ekonomika-prvni-pribrzdeni-green-dealu-europarlament-ulevil-firmam-a-odlozil-povinne-zpravy-o-ekologii-40515926,První přibrzdění Green Dealu. Europarlament ulevil firmám a odložil povinné zprávy o ekologii,Ekonomika,186,1199,15.5,2,7,13,0.93
https://www.novinky.cz/clanek/valka-na-ukrajine-ukrajinci-se-v-kurske-oblasti-opevnili-v-klastere-vyuzivaji-podzemni-chodbu-tvrdi-prorusti-blogeri-40515919,"Ukrajinci se v Kurské oblasti opevnili v klášteře. Využívají podzemní chodbu, tvrdí proruští blogeři",Válka na Ukrajině,255,1766,18.21,2,6,14,1.275
https://www.novinky.cz/clanek/ekonomika-opec-vyrazne-zvysi-tezbu-ceny-ropy-padaji-40515917,"OPEC+ překvapil. Zvýší těžbu výrazně víc, než se čekalo. Ceny ropy padají",Ekonomika,262,1681,14.56,2,5,12,1.31
https://www.novinky.cz/clanek/krimi-travic-zabil-dva-dravce-na-jihlavsku-zakazanym-jedem-40515734,Travič zabil dva dravce na Jihlavsku zakázaným jedem,Krimi,313,2065,15.65,3,8,8,1.565
https://www.novinky.cz/clanek/krimi-ridic-bmw-na-sve-narozeniny-promenil-svuj-vuz-v-hromadu-srotu-40515922,Řidič BMW na své narozeniny proměnil svůj vůz v hromadu šrotu,Krimi,116,752,10.55,3,4,11,0.58
https://www.novinky.cz/clanek/zahranicni-evropa-prvni-ostre-nasazeni-danske-f-35-zachytily-rusky-iljusin-nad-baltem-40515914,První ostré nasazení: Dánské F-35 zachytily ruský iljušin nad Baltem,Zahraniční,458,3112,16.36,3,16,11,2.29
https://www.novinky.cz/clanek/zahranicni-amerika-batole-se-v-americkem-akvaparku-nakazilo-amebami-pozirajicimi-mozek-po-deviti-dnech-zemrelo-40515916,Batole se v americkém akvaparku nakazilo amébami požírajícími mozek. Po devíti dnech zemřelo,Zahraniční,257,1655,18.36,2,8,13,1.285
https://www.novinky.cz/clanek/zahranicni-amerika-je-to-fake-news-musk-poprel-ze-by-se-chystal-opustit-trumpovu-vladu-40515901,"Jsou to fake news. Musk popřel, že by se chystal opustit Trumpovu vládu",Zahraniční,389,2457,16.91,4,8,13,1.945
https://www.novinky.cz/clanek/zahranicni-evropa-madarsko-je-ostrov-svobody-rekl-orban-po-setkani-s-netanjahuem-40515900,"Maďarsko je ostrov svobody, řekl Orbán po setkání s Netanjahuem",Zahraniční,230,1563,14.38,3,6,10,1.15
https://www.novinky.cz/clanek/ekonomika-trumpova-cla-poskodi-technologicke-giganty-jejich-akcie-prudce-klesly-40515905,Trumpova cla poškodí technologické giganty. Jejich akcie prudce klesly,Ekonomika,546,3701,18.83,4,15,9,2.73
https://www.novinky.cz/clanek/krimi-sestru-zmlatil-a-kopal-do-hlavy-dostal-osm-a-pul-roku-40515888,"Sestru zmlátil a kopal do hlavy, dostal osm a půl roku",Krimi,188,1127,11.06,2,4,11,0.94
https://www.novinky.cz/clanek/internet-a-pc-bezpecnost-prijde-exekuce-a-vse-vam-vezmou-zkousela-falesna-bankerka-nachytat-urednici-40515889,"„Přijde exekuce a vše vám vezmou,“ zkoušela falešná bankéřka nachytat úřednici",Internet a PC,820,5223,14.39,3,19,11,4.1
https://www.novinky.cz/clanek/zahranicni-amerika-ctyri-republikani-tlaku-trumpa-nepodlehli-hlasovali-v-senatu-proti-clum-vuci-kanade-40515880,Čtyři republikáni tlaku Trumpa nepodlehli. Hlasovali v Senátu proti clům vůči Kanadě,Zahraniční,244,1544,27.11,3,5,12,1.22
https://www.novinky.cz/clanek/zahranicni-evropa-na-obranu-musi-clenove-nato-davat-pet-procent-hdp-prohlasil-rubio-40515885,"Na obranu musí členové NATO dávat pět procent HDP, prohlásil Rubio",Zahraniční,274,1692,17.12,2,9,11,1.37
https://www.novinky.cz/clanek/zahranicni-amerika-sef-pentagonu-se-poprve-nezucastni-jednani-skupiny-pro-obranu-ukrajiny-40515876,Šéf Pentagonu se poprvé nezúčastní jednání skupiny pro obranu Ukrajiny,Zahraniční,261,1808,21.75,4,7,10,1.305
https://www.novinky.cz/clanek/zahranicni-amerika-obzaloba-na-starostu-new-yorku-stazena-soud-musel-vyhovet-trumpovi-udelal-to-ale-po-svem-40515862,"Obžaloba na starostu New Yorku stažena. Soud musel vyhovět Trumpovi, udělal to ale po svém",Zahraniční,338,2379,17.79,3,7,15,1.69
https://www.novinky.cz/clanek/zahranicni-evropa-podkurovali-trumpovi-ted-mnozi-hazeji-americka-cla-na-brusel-40515822,"Podkuřovali Trumpovi, teď mnozí házejí americká cla na Brusel",Zahraniční,599,3998,17.62,6,18,9,2.995
https://www.novinky.cz/clanek/krimi-ministr-zemedelstvi-vyborny-prisel-o-ridicsky-prukaz-40515884,Ministr Výborný přišel o řidičák,Krimi,193,1157,14.85,2,6,5,0.965
https://www.novinky.cz/clanek/ekonomika-strnadova-czechoslovak-group-loni-ztrojnasobila-zisk-na-13-miliard-40515875,Strnadova Czechoslovak Group loni ztrojnásobila zisk na 13 miliard,Ekonomika,465,2898,17.88,2,10,9,2.325
https://www.novinky.cz/clanek/domaci-zpravy-hlavni-mesto-praha-pulmaraton-omezi-v-sobotu-dopravu-v-praze-40515863,Půlmaraton omezí v sobotu dopravu v Praze,Domácí,265,1691,12.05,4,8,7,1.325
https://www.novinky.cz/clanek/valka-na-ukrajine-diky-ceske-municni-iniciative-se-snizila-delostrelecka-prevaha-ruska-o-500-procent-40515871,Díky české muniční iniciativě se snížila dělostřelecká převaha Ruska o 500 procent,Válka na Ukrajině,232,1509,16.57,2,7,12,1.16
https://www.novinky.cz/clanek/krimi-ridic-fabie-smetl-na-prerovsku-cyklistku-40515840,Řidič fabie smetl na Přerovsku cyklistku,Krimi,87,592,17.4,1,3,6,0.435
https://www.novinky.cz/clanek/ekonomika-nestastne-lesotho-po-urazkach-na-nej-trump-pamatoval-i-s-vysokymi-cly-40515866,Nešťastné Lesotho. Po urážkách na něj Trump pamatoval i s vysokými cly,Ekonomika,277,1786,15.39,4,7,12,1.385
